queueOrder,page,oldPath,clicks,impressions,priorityScore,legacyType,suggestedTargetPath,proposedTargetPath,decisionType,reasonCode,confidence,curationStatus,finalDecision,reviewStatus,finalTargetPath,reviewerNotes,reviewedAt,reviewVersion
64,https://www.kotacom.id/posts/smart-city-surabaya-teknologi,/posts/smart-city-surabaya-teknologi,1,41,15.51,other_nested,,/blog/smart-city-surabaya-teknologi,redirect,legacy_posts_to_blog,high,pending_review,approved_redirect,approved,/blog/smart-city-surabaya-teknologi,Deterministic mapping by route contract v1.,2026-04-01,v2
65,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-ngawi/page/2,/product-tag/jual-komputer-rakitan-murah-ngawi/page/2,1,41,11.04,other_nested,,/products/category/jual-komputer-rakitan-murah-ngawi,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-ngawi,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
66,https://www.kotacom.id/product/rakit-pc-core-i5-4gb-500gb-pc-rakitan-office-surabaya,/product/rakit-pc-core-i5-4gb-500gb-pc-rakitan-office-surabaya,1,41,11.02,other_nested,,/products/rakit-pc-core-i5-4gb-500gb-pc-rakitan-office-surabaya,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/rakit-pc-core-i5-4gb-500gb-pc-rakitan-office-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
67,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-magetan-pamekasan,/product-tag/jual-pc-rakitan-murah-magetan-pamekasan,0,38,15.7,other_nested,,/products/category/jual-pc-rakitan-murah-magetan-pamekasan,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-magetan-pamekasan,Deterministic mapping by route contract v1.,2026-04-01,v2
68,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-madura/page/2,/product-tag/jual-pc-rakitan-murah-madura/page/2,0,38,15.15,other_nested,,/products/category/jual-pc-rakitan-murah-madura,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-madura,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
69,https://www.kotacom.id/posts/toko-online-surabaya,/posts/toko-online-surabaya,0,38,14.69,other_nested,,/blog/toko-online-surabaya,redirect,legacy_posts_to_blog,high,pending_review,approved_redirect,approved,/blog/toko-online-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
70,https://www.kotacom.id/shop/page/8,/shop/page/8,0,36,8.27,other_nested,,/blog,redirect,pagination_to_canonical_listing,low,pending_review,approved_redirect,approved,/blog,Deterministic mapping by route contract v1.,2026-04-01,v2
71,https://www.kotacom.id/product-tag/jual-komputer-rakitan-gresik/page/2,/product-tag/jual-komputer-rakitan-gresik/page/2,2,34,21.15,other_nested,,/products/category/jual-komputer-rakitan-gresik,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-gresik,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
72,https://www.kotacom.id/product-category/karaoke,/product-category/karaoke,0,34,15.79,other_nested,,/products/category/karaoke,manual_review,legacy_product_category_to_products_category,low,pending_review,approved_redirect,approved_low_confidence,/products/category/karaoke,Manual intent mapping v3 (legacy_product_category_to_products_category).,2026-04-01,v3
73,https://www.kotacom.id/projects/it-infrastructure-upgrade,/projects/it-infrastructure-upgrade,0,34,14.09,project_detail,/services,/projects/it-infrastructure-upgrade,keep_or_redirect,projects_direct,medium,pending_review,approved_keep_or_redirect,in_review,/projects/it-infrastructure-upgrade,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
74,https://www.kotacom.id/product/kalender-dinding,/product/kalender-dinding,0,34,8.18,other_nested,,/products/kalender-dinding,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/kalender-dinding,Deterministic mapping by route contract v1.,2026-04-01,v2
75,https://www.kotacom.id/product/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,/product/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,1,33,15.48,other_nested,,/products/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,Deterministic mapping by route contract v1.,2026-04-01,v2
76,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-madura,/product-tag/jual-pc-rakitan-murah-madura,0,33,13.07,other_nested,,/products/category/jual-pc-rakitan-murah-madura,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-madura,Deterministic mapping by route contract v1.,2026-04-01,v2
77,https://www.kotacom.id/tag/jasa-recovery-data-laptop-murah-madiun,/tag/jasa-recovery-data-laptop-murah-madiun,0,33,8.13,other_nested,,/services/it-support,manual_review,legacy_tag_it_support_intent_to_service,low,pending_review,approved_redirect,approved_low_confidence,/services/it-support,Manual intent mapping v3 (legacy_tag_it_support_intent_to_service).,2026-04-01,v3
78,https://www.kotacom.id/projects/law-firm-case-management,/projects/law-firm-case-management,1,32,16.01,project_detail,/services,/projects/law-firm-case-management,keep_or_redirect,projects_direct,medium,pending_review,approved_keep_or_redirect,in_review,/projects/law-firm-case-management,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
79,https://www.kotacom.id/projects/website-toko-online-umkm,/projects/website-toko-online-umkm,0,32,13.32,project_detail,/services,/projects/website-toko-online-umkm,keep_or_redirect,projects_direct,medium,pending_review,approved_keep_or_redirect,in_review,/projects/website-toko-online-umkm,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
80,https://www.kotacom.id/shop/page/3,/shop/page/3,0,31,14.63,other_nested,,/blog,redirect,pagination_to_canonical_listing,low,pending_review,approved_redirect,approved,/blog,Deterministic mapping by route contract v1.,2026-04-01,v2
81,https://www.kotacom.id/product/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,/product/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,0,31,14.22,other_nested,,/products/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,Deterministic mapping by route contract v1.,2026-04-01,v2
82,https://www.kotacom.id/product/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,/product/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,0,31,11.33,other_nested,,/products/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,Deterministic mapping by route contract v1.,2026-04-01,v2
83,https://www.kotacom.id/product/pc-intel-core-i7-monitor,/product/pc-intel-core-i7-monitor,0,31,7.92,other_nested,,/products/pc-intel-core-i7-monitor,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-intel-core-i7-monitor,Deterministic mapping by route contract v1.,2026-04-01,v2
84,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-nganjuk/page/2,/product-tag/jual-pc-rakitan-murah-nganjuk/page/2,4,30,24.37,other_nested,,/products/category/jual-pc-rakitan-murah-nganjuk,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-nganjuk,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
85,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-blitar/page/2,/product-tag/jual-pc-rakitan-murah-blitar/page/2,3,30,18.63,other_nested,,/products/category/jual-pc-rakitan-murah-blitar,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-blitar,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
86,https://www.kotacom.id/product/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc-2,/product/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc-2,1,30,10.61,other_nested,,/products/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc-2,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc-2,Deterministic mapping by route contract v1.,2026-04-01,v2
87,https://www.kotacom.id/product/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,/product/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,1,30,10.54,other_nested,,/products/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-server-anbk-unbk-intel-xeon-8-cpus-ram-16gb-hdd-1tb-dual-lan,Deterministic mapping by route contract v1.,2026-04-01,v2
88,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-malang,/product-tag/jual-pc-rakitan-murah-malang,0,30,12.94,other_nested,,/products/category/jual-pc-rakitan-murah-malang,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-malang,Deterministic mapping by route contract v1.,2026-04-01,v2
89,https://www.kotacom.id/product/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,0,30,11.18,other_nested,,/products/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-1tb-slim-15000-lagu-not-audiobank-kjb-nakamichi-geisler,Deterministic mapping by route contract v1.,2026-04-01,v2
90,https://www.kotacom.id/product/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,/product/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,0,29,14,other_nested,,/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,Deterministic mapping by route contract v1.,2026-04-01,v2
91,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-madiun/page/2,/product-tag/jual-pc-rakitan-murah-madiun/page/2,0,28,15.71,other_nested,,/products/category/jual-pc-rakitan-murah-madiun,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-madiun,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
92,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-sampang/page/2,/product-tag/jual-komputer-rakitan-murah-sampang/page/2,0,28,10.99,other_nested,,/products/category/jual-komputer-rakitan-murah-sampang,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-sampang,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
93,https://www.kotacom.id/projects/cooperative-management-system-surabaya,/projects/cooperative-management-system-surabaya,0,28,9.25,project_detail,/services,/projects/cooperative-management-system-surabaya,keep_or_redirect,projects_direct,medium,pending_review,approved_keep_or_redirect,in_review,/projects/cooperative-management-system-surabaya,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
94,https://www.kotacom.id/product/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,0,28,7.99,other_nested,,/products/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-4tb-60000-lagu-film-audiobank-kjb-nakamichi-geisler,Deterministic mapping by route contract v1.,2026-04-01,v2
95,https://www.kotacom.id/product/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,/product/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,0,28,7.85,other_nested,,/products/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya-2,Deterministic mapping by route contract v1.,2026-04-01,v2
96,https://www.kotacom.id/pembuatan-website/sekolah,/pembuatan-website/sekolah,0,28,6.85,other_nested,,/services/jasa-pembuatan-website-surabaya,redirect,landing_cluster_to_service_canonical,low,pending_review,approved_redirect,approved,/services/jasa-pembuatan-website-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
97,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-bondowoso,/product-tag/jual-komputer-rakitan-murah-bondowoso,1,27,14.21,other_nested,,/products/category/jual-komputer-rakitan-murah-bondowoso,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-bondowoso,Deterministic mapping by route contract v1.,2026-04-01,v2
98,https://www.kotacom.id/product/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,/product/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,0,27,7.79,other_nested,,/products/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-core-i3-2gb-500gb-low-budget-rakit-pc-office-admin,Deterministic mapping by route contract v1.,2026-04-01,v2
99,https://www.kotacom.id/posts/server-maintenance-surabaya,/posts/server-maintenance-surabaya,0,27,7.77,other_nested,,/blog/server-maintenance-surabaya,redirect,legacy_posts_to_blog,high,pending_review,approved_redirect,approved,/blog/server-maintenance-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
100,https://www.kotacom.id/product/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,/product/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,1,26,15.79,other_nested,,/products/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-internal-2tb-40-ribu-lagu-karaoke-klipasli-update-soft-0,Deterministic mapping by route contract v1.,2026-04-01,v2
101,https://www.kotacom.id/blog/coworking-space-tech-surabaya,/blog/coworking-space-tech-surabaya,0,26,8.73,other_nested,,/blog/coworking-space-tech-surabaya,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/coworking-space-tech-surabaya,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
102,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-jombang/page/2,/product-tag/jual-komputer-rakitan-murah-jombang/page/2,1,25,18.71,other_nested,,/products/category/jual-komputer-rakitan-murah-jombang,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-jombang,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
103,https://www.kotacom.id/product/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,/product/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,0,25,10.34,other_nested,,/products/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-gaming-core-i5-2400-8gb-500gb-with-nvidia-gt-1030-2gb-ddr5,Deterministic mapping by route contract v1.,2026-04-01,v2
104,https://www.kotacom.id/product/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,/product/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,0,25,7.66,other_nested,,/products/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-core-i3-4gb-500gb-siap-pakai-untuk-office-admin,Deterministic mapping by route contract v1.,2026-04-01,v2
105,https://www.kotacom.id/product-tag/jasa-rakit-pc-sidoarjo,/product-tag/jasa-rakit-pc-sidoarjo,0,24,17.46,other_nested,,/products/category/jasa-rakit-pc-sidoarjo,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jasa-rakit-pc-sidoarjo,Deterministic mapping by route contract v1.,2026-04-01,v2
106,https://www.kotacom.id/product/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,/product/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,0,24,17.29,other_nested,,/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,Deterministic mapping by route contract v1.,2026-04-01,v2
107,https://www.kotacom.id/product/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,/product/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,0,24,13.29,other_nested,,/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,Deterministic mapping by route contract v1.,2026-04-01,v2
108,https://www.kotacom.id/posts/panduan-memilih-sistem-pos-untuk-umkm,/posts/panduan-memilih-sistem-pos-untuk-umkm,0,24,7.59,other_nested,,/blog/panduan-memilih-sistem-pos-untuk-umkm,redirect,legacy_posts_to_blog,high,pending_review,approved_redirect,approved,/blog/panduan-memilih-sistem-pos-untuk-umkm,Deterministic mapping by route contract v1.,2026-04-01,v2
109,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-nganjuk,/product-tag/jual-komputer-rakitan-murah-nganjuk,0,23,16.29,other_nested,,/products/category/jual-komputer-rakitan-murah-nganjuk,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-nganjuk,Deterministic mapping by route contract v1.,2026-04-01,v2
110,https://www.kotacom.id/product/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,/product/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,0,23,11.7,other_nested,,/products/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-amd-ryzen-5-ram-32gb-ssd-512gb-monitor-27inc,Deterministic mapping by route contract v1.,2026-04-01,v2
111,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-jember,/product-tag/jual-pc-rakitan-murah-jember,1,22,20.86,other_nested,,/products/category/jual-pc-rakitan-murah-jember,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-jember,Deterministic mapping by route contract v1.,2026-04-01,v2
112,https://www.kotacom.id/blog/startup-tech-surabaya-sidoarjo,/blog/startup-tech-surabaya-sidoarjo,0,22,19.45,other_nested,,/blog/startup-tech-surabaya-sidoarjo,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/startup-tech-surabaya-sidoarjo,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
113,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-blitar,/product-tag/jual-pc-rakitan-murah-blitar,0,22,16.81,other_nested,,/products/category/jual-pc-rakitan-murah-blitar,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-blitar,Deterministic mapping by route contract v1.,2026-04-01,v2
114,https://www.kotacom.id/product/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,/product/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,0,22,11.87,other_nested,,/products/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-player-karaoke-4tb-60-000-lagu-bukan-geisler-nakamichi,Deterministic mapping by route contract v1.,2026-04-01,v2
115,https://www.kotacom.id/posts/konsultan-it-sidoarjo-terpercaya,/posts/konsultan-it-sidoarjo-terpercaya,0,22,7.45,other_nested,,/blog/konsultan-it-sidoarjo-terpercaya,redirect,legacy_posts_to_blog,high,pending_review,approved_redirect,approved,/blog/konsultan-it-sidoarjo-terpercaya,Deterministic mapping by route contract v1.,2026-04-01,v2
116,https://www.kotacom.id/product/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,2,21,21.75,other_nested,,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,Deterministic mapping by route contract v1.,2026-04-01,v2
117,https://www.kotacom.id/percetakan/cetak-undangan,/percetakan/cetak-undangan,2,21,11.66,other_nested,,/services/printing-services,redirect,printing_cluster_to_service_canonical,low,pending_review,approved_redirect,approved,/services/printing-services,Deterministic mapping by route contract v1.,2026-04-01,v2
118,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-trenggalek/page/2,/product-tag/jual-komputer-rakitan-murah-trenggalek/page/2,1,21,18.35,other_nested,,/products/category/jual-komputer-rakitan-murah-trenggalek,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-trenggalek,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
119,https://www.kotacom.id/product/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,/product/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,1,21,15.19,other_nested,,/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,Deterministic mapping by route contract v1.,2026-04-01,v2
120,https://www.kotacom.id/product/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,/product/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,0,21,10.98,other_nested,,/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,Deterministic mapping by route contract v1.,2026-04-01,v2
121,https://www.kotacom.id/blog/smart-city-surabaya-teknologi,/blog/smart-city-surabaya-teknologi,0,21,8.37,other_nested,,/blog/smart-city-surabaya-teknologi,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/smart-city-surabaya-teknologi,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
122,https://www.kotacom.id/blog/software-development-surabaya-terbaik-2025,/blog/software-development-surabaya-terbaik-2025,0,21,7.37,other_nested,,/blog/software-development-surabaya-terbaik-2025,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/software-development-surabaya-terbaik-2025,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
123,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-ngawi,/product-tag/jual-komputer-rakitan-murah-ngawi,1,20,20.71,other_nested,,/products/category/jual-komputer-rakitan-murah-ngawi,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-ngawi,Deterministic mapping by route contract v1.,2026-04-01,v2
124,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-situbondo/page/2,/product-tag/jual-pc-rakitan-murah-situbondo/page/2,1,20,20.11,other_nested,,/products/category/jual-pc-rakitan-murah-situbondo,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-situbondo,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
125,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-ngawi,/product-tag/jual-pc-rakitan-murah-ngawi,1,20,19.55,other_nested,,/products/category/jual-pc-rakitan-murah-ngawi,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-ngawi,Deterministic mapping by route contract v1.,2026-04-01,v2
126,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-probolinggo/page/2,/product-tag/jual-komputer-rakitan-murah-probolinggo/page/2,0,20,16.85,other_nested,,/products/category/jual-komputer-rakitan-murah-probolinggo,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-probolinggo,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
127,https://www.kotacom.id/product/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,/product/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,0,20,13.97,other_nested,,/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
128,https://www.kotacom.id/product/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,/product/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,0,20,13.73,other_nested,,/products/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-core-i7-4xxx-fullset-ram-4gb-hdd500gb-led-24in-lg-hdmi,Deterministic mapping by route contract v1.,2026-04-01,v2
129,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-gresik,/product-tag/jual-pc-rakitan-murah-gresik,0,20,12.45,other_nested,,/products/category/jual-pc-rakitan-murah-gresik,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-gresik,Deterministic mapping by route contract v1.,2026-04-01,v2
130,https://www.kotacom.id/service/cloud-services,/service/cloud-services,0,20,7.29,other_nested,,/services/cloud-services,redirect,service_namespace_merge,low,pending_review,approved_redirect,approved,/services/cloud-services,Deterministic mapping by route contract v1.,2026-04-01,v2
131,https://www.kotacom.id/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,2,19,12.89,other_nested,,/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/jasa-it-support-surabaya-sidoarjo-terpercaya-24jam,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
